,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.9999999999999962,0.27798342962946176,0.02447238834714921,0.0,0.27557437362758086,0.6265891950052349,0.0,0.0,0.0,0.0,0.0,0.5242886848578775,0.0,0.0,0.0,0.0,0.0,0.017965175100800434,0.0844569936091849,0.0,0.0,0.017965175100800434,0.049785971177118214,0.357948981395927,0.03354169156918142,0.0
5,0.0,0.0,0.0,0.0,0.27798342962946176,1.0000000000000004,0.0,0.0,0.5176894843046426,0.33912760395912317,0.0,0.0,0.0,0.0,0.0,0.503313053030033,0.0,0.0,0.0,0.0,0.0,0.04016401547065523,0.0,0.0,0.0,0.04016401547065523,0.0,0.3295514137087534,0.03159370201668764,0.0
6,0.0,0.0,0.0,0.0,0.02447238834714921,0.0,1.0000000000000002,0.0,0.0,0.03363429456940255,0.0,0.0,0.0,0.0,0.0,0.022728512884048358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08789466335711507,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.27557437362758086,0.5176894843046426,0.0,0.0,0.9999999999999998,0.4008523959587903,0.0,0.0,0.0,0.0,0.0,0.3630915814311864,0.0,0.0,0.0,0.0,0.0,0.017831088697872324,0.019670641162507874,0.0,0.0,0.017831088697872324,0.02451301476864186,0.23621921880850352,0.014026239566741077,0.0
9,0.0,0.0,0.0,0.0,0.6265891950052349,0.33912760395912317,0.03363429456940255,0.0,0.4008523959587903,0.9999999999999981,0.0,0.0,0.0,0.0,0.0,0.6225751906261712,0.0,0.0,0.0,0.0,0.0,0.029647904002528123,0.03604295748006565,0.0,0.0,0.029647904002528123,0.046310004934764205,0.4018400499655357,0.03665986468969566,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.5242886848578775,0.503313053030033,0.022728512884048358,0.0,0.3630915814311864,0.6225751906261712,0.0,0.0,0.0,0.0,0.0,1.0000000000000007,0.0,0.0,0.0,0.0,0.0,0.040552408516050076,0.08658155280404152,0.0,0.0,0.040552408516050076,0.07527276457074074,0.4495111496034001,0.052498815286860574,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.017965175100800434,0.04016401547065523,0.0,0.0,0.017831088697872324,0.029647904002528123,0.0,0.0,0.0,0.0,0.0,0.040552408516050076,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,1.0000000000000002,0.0,0.23618009780421817,0.6469255681776661,0.0
22,0.0,0.0,0.0,0.0,0.0844569936091849,0.0,0.0,0.0,0.019670641162507874,0.03604295748006565,0.0,0.0,0.0,0.0,0.0,0.08658155280404152,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.04506032082133043,0.10794688027739471,0.0351346534420853,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.017965175100800434,0.04016401547065523,0.0,0.0,0.017831088697872324,0.029647904002528123,0.0,0.0,0.0,0.0,0.0,0.040552408516050076,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,1.0000000000000002,0.0,0.23618009780421817,0.6469255681776661,0.0
26,0.0,0.0,0.0,0.0,0.049785971177118214,0.0,0.0,0.0,0.02451301476864186,0.046310004934764205,0.0,0.0,0.0,0.0,0.0,0.07527276457074074,0.0,0.0,0.0,0.0,0.0,0.0,0.04506032082133043,0.0,0.0,0.0,1.0,0.056172964501546865,0.0,0.0
27,0.0,0.0,0.0,0.0,0.357948981395927,0.3295514137087534,0.08789466335711507,0.0,0.23621921880850352,0.4018400499655357,0.0,0.0,0.0,0.0,0.0,0.4495111496034001,0.0,0.0,0.0,0.0,0.0,0.23618009780421817,0.10794688027739471,0.0,0.0,0.23618009780421817,0.056172964501546865,0.9999999999999989,0.21905319911120272,0.0
28,0.0,0.0,0.0,0.0,0.03354169156918142,0.03159370201668764,0.0,0.0,0.014026239566741077,0.03665986468969566,0.0,0.0,0.0,0.0,0.0,0.052498815286860574,0.0,0.0,0.0,0.0,0.0,0.6469255681776661,0.0351346534420853,0.0,0.0,0.6469255681776661,0.0,0.21905319911120272,1.0000000000000002,0.0
